土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age
臺北市中山區明水路５２６巷５２號,103880000,394058,76.66,6000000,63000,中山區,房地(土地+建物)+車位,25.078861,121.553957,成功里,108.71,住,NA,NA,1130107,土地1建物1車位2,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930518,325.05,4,2,2,有,有,坡道平面,其他增建；,RPRNMLRJJHJGFCA47DA,154.71,0,15.74,有,203,2024/1/7,73,17.80799555,17.25959231,18.65029276,0,70.31117235,0,0,0,0,0,1,0,0,0,0,18,18,0,0,0,1,0,2,0,18,"c(305881.236835576, 2774626.90233284)",臺北捷運劍南路站_BR15,667.8751235,4097.469737,5084.43476,20
臺北市中山區明水路５３７號,34380000,288786,0,0,63000,中山區,房地(土地+建物),25.07833202,121.551722,永安里,22.51,住,NA,NA,1130107,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821222,119.05,2,3,1,有,有,NA,陽台外推；,RPTOMLKLKHJGFCA37DA,70.85,2.53,8.27,有,NA,2024/1/7,74,17.80006468,17.25322948,18.64328879,0,70.30051733,0,0,0,0,0,0,0,0,0,0,14,21,0,4,0,0,0,2,0,14,"c(305656.009064027, 2774567.38681894)",臺北捷運大直站_BR14,525.3770031,4190.893518,4880.430223,31
臺北市中山區松江路１５６巷９號,36500000,218145,0,0,63000,中山區,房地(土地+建物),25.05451098,121.532078,中吉里,58,商,NA,NA,1130111,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650830,167.32,4,2,2,有,無,NA,NA,RPXNMLMLKHJGFCA87DA,145.46,0,21.86,無,370,2024/1/11,76,14.81150065,12.9083924,17.46986687,0,81.38161343,0,0,0,0,0,0,2,0,0,0,63,70,0,10,1,1,0,0,0,63,"c(303684.727463336, 2771920.88467368)",臺北捷運松江南京站_G15_O08,249.0921971,1824.233304,1701.100448,48
臺北市中山區松江路２９７巷１９號,22500000,203124,0,0,63000,中山區,房地(土地+建物),25.06110092,121.5347143,松江里,39.75,住,NA,NA,1130120,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,570830,110.77,3,2,1,有,無,NA,陽台外推；頂樓加蓋；其他增建；,RPPNMLQJKHJGFCA27DA,96.87,0,13.9,無,NA,2024/1/20,78,20.05393764,17.42143471,22.95874067,0,37.85905126,0,1,0,0,0,0,0,0,0,0,57,75,0,14,0,1,1,3,3,58,"c(303947.837824378, 2772651.87281052)",臺北捷運行天宮站_O09,185.3871472,2437.247072,2326.722517,56
臺北市中山區松江路５６２號,6000000,175387,0,0,63000,中山區,房地(土地+建物),25.06738229,121.5331499,新喜里,6.92,都市：其他:第三之二種住宅區。,NA,NA,1130109,土地4建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850719,34.21,1,1,1,有,無,NA,NA,RPTNMLPKJHJGFCA57DA,21.39,0,0,有,NA,2024/1/9,81,18.73381811,17.56045767,21.11966399,2.128658331,53.82578996,1,1,0,0,0,2,1,0,0,0,34,21,0,6,1,0,2,1,0,36,"c(303787.265170629, 2773347.01130403)",臺北捷運行天宮站_O09,768.4086104,2817.200409,2725.425099,28
臺北市中山區林森北路１０２號,7700000,197385,0,0,63000,中山區,房地(土地+建物),25.050731,121.524835,正得里,3.76,商,NA,NA,1130113,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770415,39.01,0,0,0,無,有,NA,NA,RPOOMLMLJHJGFCA96DA,29,0,0,有,NA,2024/1/13,82,18.55061923,14.44773078,22.5827081,0,36.43770608,1,0,0,0,0,0,0,0,0,3,61,60,0,5,2,1,0,0,0,61,"c(302955.548997166, 2771499.33766518)",臺北捷運中山站_G14_R11,601.4144852,987.2198899,861.7004243,36
臺北市中山區林森北路１４５巷３５號,16000000,201537,0,0,63000,中山區,房地(土地+建物),25.051242,121.526452,正義里,23.4,商,NA,NA,1130106,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,840526,79.39,2,2,2,有,無,NA,NA,RPXOMLPKKHJGFCA18DA,57.79,4.3,6.65,無,490,2024/1/6,84,18.34874484,15.82930994,22.69733813,0,88.46115056,1,0,0,0,0,0,1,0,0,1,58,58,0,6,1,1,0,0,0,58,"c(303118.48135551, 2771556.5729753)",臺北捷運松江南京站_G15_O08,660.0799798,1159.82602,1034.036514,29
臺北市中山區林森北路２５９巷９號,6000000,193673,0,0,63000,中山區,房地(土地+建物),25.05438199,121.5260639,康樂里,5.1,商,NA,NA,1130121,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730922,30.98,1,1,1,有,有,NA,鐵鋁窗其他增建；,RPOPMLMLKHJGFCA17DA,23.02,0,0,有,417,2024/1/21,86,15.45791133,14.65663365,17.06530752,8.560757487,35.087666,0,0,0,0,0,0,1,0,0,1,87,74,0,12,2,1,0,2,0,87,"c(303077.971263729, 2771904.22322148)",臺北捷運雙連站_R12,669.405432,1292.050726,1179.879109,40
臺北市中山區林森北路４１６巷１號,6150000,189173,0,0,63000,中山區,房地(土地+建物),25.05979121,121.5250618,聚盛里,3.42,商,NA,NA,1130105,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,650909,32.51,1,1,1,有,有,NA,NA,RPPNMLQJKHJGFCA37EA,24.48,0,0,有,230,2024/1/5,90,18.00068886,14.77959412,21.80219745,0,73.33656502,0,0,0,0,0,0,1,0,0,0,67,79,0,8,2,2,0,5,0,67,"c(302974.540009842, 2772502.98622955)",臺北捷運中山國小站_O10,372.7150423,1654.635123,1570.6492,48
臺北市中山區林森北路６２８號,24880000,187759,0,0,63000,中山區,房地(土地+建物),25.06743701,121.525567,圓山里,21.92,商,NA,NA,1130116,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,630806,132.51,3,2,2,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPVNMLLJLHJGFCA57EA,132.51,0,0,有,NA,2024/1/16,92,17.25422458,15.92230023,18.77375465,0,52.21231717,0,0,0,0,1,1,0,0,0,0,36,26,0,9,0,1,1,3,0,37,"c(303022.218286786, 2773350.07755123)",臺北捷運中山國小站_O10,527.7518967,2419.861301,2354.55945,50
臺北市中山區林森北路８５巷１１號,8300000,212439,0,0,63000,中山區,房地(土地+建物),25.049739,121.525578,正義里,8.83,商,NA,NA,1130109,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760710,39.07,1,1,1,有,無,NA,陽台外推；,RPOOMLLLKHJGFCA96DA,24.21,0,2.35,有,368,2024/1/9,93,18.6764122,17.55253954,20.63015732,2.264419277,55.13557133,1,0,0,0,0,0,2,0,0,1,55,44,0,5,2,1,0,0,0,55,"c(303030.942570796, 2771389.74939528)",臺北捷運善導寺站_BL13,598.047008,1025.807953,896.9366672,37
臺北市中山區林森北路８５巷７７號,8380000,291073,0,0,63000,中山區,房地(土地+建物),25.04928998,121.527483,正義里,7.29,商,NA,NA,1130123,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960718,28.79,1,1,1,有,有,NA,陽台外推；夾層；其他增建；,RPTNMLPJKHJGFCA57DA,14.94,0.94,2.27,有,452,2024/1/23,95,9.027383375,7.540744562,9.920837854,9.839934973,36.62272979,1,0,0,0,0,0,1,0,0,0,53,47,0,8,0,0,0,0,0,53,"c(303223.358825266, 2771340.76154626)",臺北捷運松江南京站_G15_O08,642.7146238,1204.237615,1074.480956,17
臺北市中山區林森北路９６號,8000000,199651,0,0,63000,中山區,房地(土地+建物),25.04992101,121.524667,正得里,4.46,商,NA,NA,1130109,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710224,40.07,1,1,1,有,有,NA,NA,RPTNMLTLJHJGFCA08DA,32.24,0,0,有,NA,2024/1/9,96,18.67997049,17.55429339,20.62110018,2.270505361,55.20788283,1,0,0,0,0,2,1,0,0,3,56,53,0,5,2,2,0,0,0,56,"c(302938.939693868, 2771409.5534396)",臺北捷運善導寺站_BL13,593.4895226,942.2986437,814.3475541,42
臺北市中山區樂群二路２６６巷１１２號,151000000,435466,77.3,7000000,63000,中山區,房地(土地+建物)+車位,25.07697101,121.562238,金泰里,126.91,住,NA,NA,1130114,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891230,407.98,3,2,3,有,有,坡道平面,其他增建；,RPOOMLSKJHJGFCA47DA,223.59,0,24.83,有,NA,2024/1/14,97,20.97732513,17.68120571,25.9342739,0,36.94920713,0,0,0,0,0,0,0,0,0,0,9,6,0,2,0,0,0,1,0,9,"c(306717.481425128, 2774421.00367689)",臺北捷運西湖站_BR16,769.3396484,3473.072155,5235.720627,24
臺北市中山區民族東路５１２巷１３弄１７號,18000000,164114,0,0,63000,中山區,房地(土地+建物),25.067055,121.542827,下埤里,40.52,住,NA,NA,1130108,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700119,109.68,3,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPTNMLTLJHJGFCA18EA,97.02,0,12.66,無,NA,2024/1/8,100,18.61392962,16.7708226,20.74915731,0,54.62073268,0,0,0,0,0,0,0,0,0,0,14,11,0,4,0,1,2,1,0,16,"c(304763.710682484, 2773314.64316573)",臺北捷運中山國中站_BR12,705.9889651,3488.331046,3377.785389,43
臺北市中山區民權東路一段７２號,6680000,151405,0,0,63000,中山區,房地(土地+建物),25.06251578,121.5251827,聚葉里,4.97,商,NA,NA,1130121,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670119,44.12,2,1,1,有,有,NA,其他增建；,RPRNMLLLJHJGFCA07DA,35.52,0,0,有,281,2024/1/21,103,15.5008833,14.69143949,17.11350447,8.448804328,31.9872613,0,0,0,0,0,0,0,0,0,0,62,65,0,11,1,3,0,4,0,62,"c(302985.562969017, 2772804.82359751)",臺北捷運中山國小站_O10,159.3437538,1916.333014,1840.765161,46
臺北市中山區民權東路二段１３５巷３０弄１３號,21380000,207694,0,0,63000,中山區,房地(土地+建物),25.064307,121.534435,行政里,30,住,NA,NA,1130103,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700316,102.94,3,2,2,有,無,NA,陽台外推；其他增建；,RPOOMLKMJHJGFCA86DA,90.92,0,12.02,無,NA,2024/1/3,104,15.74403397,13.71948473,17.96830847,6.121339359,58.87971368,0,1,0,0,0,1,1,0,0,0,50,44,0,10,1,1,2,1,3,52,"c(303918.256724957, 2773006.88541072)",臺北捷運行天宮站_O09,450.7555884,2650.885648,2548.78022,43
臺北市中山區民權東路二段１５２巷５弄１號,22080000,197956,0,0,63000,中山區,房地(土地+建物),25.06146,121.534672,松江里,37.25,住,NA,NA,1130101,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620522,111.54,3,2,2,有,無,NA,陽台外推；其他增建；,RPQNMLNJKHJGFCA07DA,111.54,0,0,無,NA,2024/1/1,105,17.08957044,16.23953704,17.99024268,0,87.27626063,0,1,0,0,0,0,0,0,0,0,56,72,0,13,0,1,1,3,3,57,"c(303943.418402778, 2772691.62983921)",臺北捷運行天宮站_O09,200.7092483,2458.670845,2349.110756,51
臺北市中山區民權東路二段２０６號,10800000,174250,0,0,63000,中山區,房地(土地+建物),25.0622049,121.5365097,松江里,11.32,商,NA,NA,1130115,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750725,61.98,0,1,1,有,有,NA,NA,RPTOMLQKJHJGFCA77DA,42.1,0,5.96,有,NA,2024/1/15,106,17.08413805,15.96771227,18.29323438,3.725873772,60.72293416,0,1,0,0,0,0,1,0,0,0,58,62,0,11,0,2,1,2,3,59,"c(304128.496197411, 2772774.8734634)",臺北捷運行天宮站_O09,402.0992991,2655.294341,2544.283074,38
臺北市中山區民權東路二段９號,20000000,263331,0,0,63000,中山區,房地(土地+建物),25.06281699,121.528581,新福里,9.14,商,NA,NA,1130110,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,681022,75.95,3,2,1,有,有,NA,陽台外推；,RPOOMLMJKHJGFCA86DA,52.08,0,11.05,有,220,2024/1/10,107,16.36763903,13.24686655,18.3,0,75.63993299,0,0,0,0,0,0,0,0,0,0,57,62,0,16,1,2,2,3,0,59,"c(303328.290035467, 2772839.52227087)",臺北捷運中山國小站_O10,186.5063243,2134.81802,2045.508912,45
臺北市中山區民生東路一段２５號,7816666.667,165445,0,0,63000,中山區,房地(土地+建物),25.058196,121.524317,中山里,5.09,商,NA,NA,1130104,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690815,57.33,2,1,2,有,有,NA,陽台外推；,RPOOMLTJJHJGFCA47DA,41.59,0,1.82,有,105,2024/1/4,109,16.36334895,13.68857483,17.90806681,0,64.18650808,0,0,0,0,0,0,1,0,0,1,80,79,0,9,2,1,0,5,0,80,"c(302900.077557902, 2772326.00111122)",臺北捷運雙連站_R12,380.9923669,1467.16235,1380.884268,44
臺北市中山區民生東路一段７０巷１２號,10060000,260352,0,0,63000,中山區,房地(土地+建物),25.05725899,121.526349,中山里,5.86,商,NA,NA,1130109,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961002,38.64,1,1,1,有,有,NA,NA,RPXOMLMLJHJGFCA87DA,20.36,4.07,1.06,有,NA,2024/1/9,111,18.71874723,17.65369452,20.63136218,2.179119415,53.57797546,0,0,0,0,0,0,1,0,0,1,76,74,0,9,2,2,0,2,0,76,"c(303105.502807233, 2772223.00841703)",臺北捷運雙連站_R12,585.825166,1521.901683,1421.634042,17
臺北市中山區民生東路二段３號,44000000,198180,28.98,0,63000,中山區,房地(土地+建物)+車位,25.05818301,121.5281288,中原里,26.75,商,NA,NA,1130108,土地2建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021112,222.02,4,2,2,有,有,坡道平面,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLPKKHJGFCA57DA,120.33,4.08,12.05,有,NA,2024/1/8,112,18.90441594,16.98503661,20.86910591,0,53.39142256,0,0,0,0,0,0,1,0,0,0,70,63,0,12,2,1,0,3,0,70,"c(303284.670680831, 2772326.05810388)",臺北捷運中山國小站_O10,529.6272493,1722.008513,1618.81247,11
臺北市中山區民生東路二段９３巷１９號,41800000,320851,37.43,3500000,63000,中山區,房地(土地+建物)+車位,25.05873701,121.531054,中庄里,20.68,住,NA,NA,1130111,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101201,156.8,3,2,2,有,有,坡道平面,陽台外推；,RPWNMLKMJHJGFCA57DA,75.17,1.26,8.31,有,343,2024/1/11,113,14.83129981,12.92075407,17.45951588,0,80.53849431,0,0,0,0,0,0,1,0,0,0,58,71,0,12,1,2,0,2,0,58,"c(303579.568431694, 2772388.57798609)",臺北捷運行天宮站_O09,274.4390792,1985.184695,1875.673061,3
臺北市中山區民生西路４５巷５弄１４號,5000000,198886,0,0,63000,中山區,房地(土地+建物),25.05833301,121.521329,集英里,27,住,NA,NA,1130122,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,590905,25.14,2,0,2,有,無,NA,NA,RPSOMLRLKHJGFCA97DA,25.14,0,0,無,NA,2024/1/22,114,13.5130146,9.97452233,15.23450645,0.274761087,32.00174167,0,0,0,0,0,1,0,0,0,0,77,74,0,7,1,2,0,6,0,77,"c(302598.54641795, 2772340.01108908)",臺北捷運雙連站_R12,98.76325502,1325.051613,1259.84496,54
臺北市中山區民生西路４５巷５弄１６號,12800000,199844,0,0,63000,中山區,房地(土地+建物),25.05833502,121.521384,集英里,26.5,住,NA,NA,1130122,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,591002,64.05,3,0,3,有,無,NA,NA,SPSOMLRLKHJGFCA08DA,64.05,0,0,無,NA,2024/1/22,115,13.51209912,9.973771762,15.23309063,0.275452861,31.95095086,0,0,0,0,0,1,0,0,0,0,77,74,0,7,1,2,0,6,0,77,"c(302604.093298426, 2772340.25529291)",臺北捷運雙連站_R12,103.2595634,1327.63708,1261.994919,54
臺北市中山區農安街７７巷９弄２２號,10000000,206441,0,0,63000,中山區,房地(土地+建物),25.066126,121.529162,新庄里,25.33,住,NA,NA,1130205,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,570330,48.44,2,1,1,有,無,NA,其他增建；,RPTPMLRLKHJGFCA18DA,48.44,0,0,無,NA,2024/2/5,118,16.65618285,14.92710496,18.08811672,1.211945791,33.65365768,1,1,0,0,0,1,0,0,0,0,46,37,0,13,0,1,2,2,0,48,"c(303385.477223887, 2773206.27644955)",臺北捷運中山國小站_O10,443.2090169,2467.672048,2385.151107,56
臺北市中山區通北街１１９號,43000000,210059,123.54,7500000,63000,中山區,房地(土地+建物)+車位,25.08371819,121.5382186,劍潭里,27.24,NA,NA,NA,1130106,土地1建物1車位3,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,900420,292.54,3,2,2,有,有,坡道平面,NA,RPXNMLPLJHJGFCA08DA,103.11,0,11.49,有,NA,2024/1/6,119,18.45814297,15.44239267,22.88536304,0,85.81533251,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,"c(304291.424493508, 2775158.5001866)",臺北捷運大直站_BR14,972.0169746,4607.91961,4531.359129,23
臺北市中山區通北街１２２號,25860000,172182,0,0,63000,中山區,房地(土地+建物)+車位,25.08610137,121.5362297,劍潭里,33.12,住,NA,NA,1130106,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880511,150.19,3,2,2,有,有,坡道平面,NA,RPRPMLLMIIIGFCA37EA,85.08,0,10.71,有,NA,2024/1/6,120,18.66915059,15.58275465,22.97314981,0,85.01037185,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,"c(304089.754309145, 2775421.67945341)",臺北捷運劍潭站_R15,1167.088587,4748.485273,4678.829195,25
臺北市中山區錦州街１９３號,22500000,201001,0,0,63000,中山區,房地(土地+建物),25.06041201,121.531463,新生里,42,住,NA,NA,1130117,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,590908,111.94,4,2,2,有,無,NA,NA,RPSNMLLLKHJGFCA37EA,111.94,0,0,無,377,2024/1/17,122,21.05620885,17.94609397,24.23093129,0,37.97923724,0,1,0,0,0,0,0,0,0,0,56,78,0,10,1,1,1,3,2,57,"c(303620.10915654, 2772574.27247293)",臺北捷運行天宮站_O09,157.4698176,2136.779679,2031.330773,54
臺北市中山區錦州街５０號,6690000,192203.5,0,0,63000,中山區,房地(土地+建物),25.06016298,121.526107,聚盛里,2.83,商,NA,NA,1130116,土地2建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,730927,31.01,1,1,1,有,有,NA,陽台外推；,RPWNMLQLJHJGFCA08DA,21.78,0,2.73,有,179,2024/1/16,124,17.18039873,15.84476731,18.58520422,0,50.64256635,0,0,0,0,0,0,1,0,0,0,70,71,0,10,1,1,0,4,0,70,"c(303079.827972295, 2772544.57635485)",臺北捷運中山國小站_O10,297.9978406,1749.75125,1661.99692,40
臺北市中山區長安東路一段３０巷６號,24000000,351803,0,0,63000,中山區,房地(土地+建物),25.04798001,121.526081,正守里,28.96,商,NA,NA,1130104,土地2建物1車位0,二層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,590611,68.22,5,9,7,有,無,NA,本案為持分買賣具重建或重劃、都更等效益；,RPRNMLMKJHJGFCA17EA,68.22,0,0,有,82,2024/1/4,127,16.32531611,13.5956171,17.82276583,0,65.56416957,1,0,0,0,0,1,1,0,0,0,53,34,0,5,1,1,0,1,0,53,"c(303082.453553409, 2771195.11175016)",臺北捷運善導寺站_BL13,446.2841303,1047.969489,918.5673583,54
臺北市中山區長安東路一段７５之１號,11800000,228240,0,0,63000,中山區,房地(土地+建物),25.04851201,121.527865,正義里,10.01,商,NA,NA,1130111,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,620308,51.7,2,2,2,有,無,NA,NA,RPUNMLTLJHJGFCA18DA,38.84,0,0,有,216,2024/1/11,128,14.8811723,12.88716279,17.65352221,0,82.38829157,1,0,0,0,0,0,2,0,0,0,49,39,0,7,0,0,0,1,0,49,"c(303262.236002298, 2771254.73994667)",臺北捷運善導寺站_BL13,607.6009855,1231.644087,1101.891063,51
臺北市中山區長安東路二段１８９號,10450000,239569,0,0,63000,中山區,房地(土地+建物),25.04838079,121.5427736,朱崙里,4.64,商,NA,NA,1130103,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720430,43.62,1,1,1,有,有,NA,其他增建；,RPOOMLPJKHJGFCA17DA,34.52,0,0,有,NA,2024/1/3,129,15.6610508,13.59722877,17.76690425,8.638362578,58.11914296,1,0,0,0,0,2,2,0,0,1,51,70,0,15,2,1,0,4,0,51,"c(304766.623318308, 2771246.15630014)",臺北捷運南京復興站_BR11_G16,426.5269655,2732.75642,2603.474868,41
臺北市中山區長安東路二段４９號,24600000,241413,0,0,63000,中山區,房地(土地+建物),25.04860199,121.532287,興亞里,20.47,商,NA,NA,1130121,土地1建物2車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731024,101.9,3,2,2,有,有,NA,NA,RPUNMLRJKHJGFCA87DA,82.28,0,3.11,有,NA,2024/1/21,131,15.3478184,14.59517083,16.91329861,8.606409755,35.80870141,1,0,0,0,0,2,1,0,0,0,49,60,0,3,0,2,0,0,0,49,"c(303708.394476525, 2771266.45440574)",臺北捷運松江南京站_G15_O08,422.8500555,1677.226239,1547.58586,40
